app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:25:00,042: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[903f3c74-2524-4308-b336-c481e776af40]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:25:00,096: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[89d89335-c9f3-42aa-b900-4524887b1d86]  
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:25:00,067: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[903f3c74-2524-4308-b336-c481e776af40] succeeded in 0.01977591821923852s: None
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:30:00,097: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[d899daa5-cced-4121-a689-c329ca2a3508]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:25:00,116: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[89d89335-c9f3-42aa-b900-4524887b1d86] succeeded in 0.017190423794090748s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:30:00,062: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[11be9e01-bda2-4f58-9d87-aa40d091016c]  
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:30:00,122: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[d899daa5-cced-4121-a689-c329ca2a3508] succeeded in 0.020346408244222403s: None
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:35:00,069: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[5260d4a5-2e87-475f-8b6f-482cc2bbf563]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:30:00,087: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[11be9e01-bda2-4f58-9d87-aa40d091016c] succeeded in 0.020953265018761158s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:35:00,091: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[a20f7b2f-298d-4265-914c-25a09b74a56a]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:35:00,111: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[a20f7b2f-298d-4265-914c-25a09b74a56a] succeeded in 0.016592361964285374s: None
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:35:00,088: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[5260d4a5-2e87-475f-8b6f-482cc2bbf563] succeeded in 0.016234722919762135s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:40:00,062: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[b06387a1-a155-4926-9d1d-ae03c957f443]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:40:00,085: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[b06387a1-a155-4926-9d1d-ae03c957f443] succeeded in 0.018276563845574856s: None
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:40:00,076: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[67d26459-3358-45a0-bf72-7ad60a7db3d0]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:45:00,104: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[8ce277fc-3ab9-4014-9df6-fd2ea01c0a0d]  
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:40:00,095: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[67d26459-3358-45a0-bf72-7ad60a7db3d0] succeeded in 0.015570716001093388s: None
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:45:00,063: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[cdc18a87-5011-4d31-837e-865c9f066d64]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:45:00,122: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[8ce277fc-3ab9-4014-9df6-fd2ea01c0a0d] succeeded in 0.01516823098063469s: None
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:45:00,087: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[cdc18a87-5011-4d31-837e-865c9f066d64] succeeded in 0.020324309822171926s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:50:00,043: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[87e1c8ed-2e66-4baa-9807-7c1b7e4aa2f9]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:50:00,070: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[87e1c8ed-2e66-4baa-9807-7c1b7e4aa2f9] succeeded in 0.02073938911780715s: None
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 12:45:00,097: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[ffc2f388-1bb4-4188-9e34-b90bde578327]  
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:50:00,096: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[1804881f-0919-4e0f-851c-720f1febdebd]  
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:50:00,116: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[1804881f-0919-4e0f-851c-720f1febdebd] succeeded in 0.016811526846140623s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:55:00,082: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[c1d7e47e-46ff-4273-bddd-bbac52736844]  
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 12:45:00,123: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[ffc2f388-1bb4-4188-9e34-b90bde578327] succeeded in 0.0212537357583642s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 20:55:00,106: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[c1d7e47e-46ff-4273-bddd-bbac52736844] succeeded in 0.01968406420201063s: None
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 12:50:00,082: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[5c3254dc-0dda-43d9-a941-b688d36401d5]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:00:00,094: INFO/MainProcess] Received task: Exchange.tasks.regenerate_stocks[fa5c7c27-20b9-4c81-ba46-af1cc7590406]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:00:00,096: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[e2bc6681-0111-4b0c-8900-4903de5e21ed]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:00:00,103: INFO/MainProcess] Received task: Exchange.tasks.recalculate_prices_interval[1e285fba-9e8a-48c9-b5d3-2f2220272f84]  
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 12:50:00,108: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[5c3254dc-0dda-43d9-a941-b688d36401d5] succeeded in 0.02027296693995595s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:00:00,114: INFO/ForkPoolWorker-3] Task Exchange.tasks.match_sell_buy_offers[e2bc6681-0111-4b0c-8900-4903de5e21ed] succeeded in 0.015266701113432646s: None
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 12:55:00,042: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[5502baca-9af8-40e8-bfd1-9c63c2903284]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:00:00,214: INFO/ForkPoolWorker-2] Task Exchange.tasks.regenerate_stocks[fa5c7c27-20b9-4c81-ba46-af1cc7590406] succeeded in 0.11548855528235435s: None
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 12:55:00,065: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[5502baca-9af8-40e8-bfd1-9c63c2903284] succeeded in 0.018138783983886242s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:00:00,364: INFO/ForkPoolWorker-2] Task Exchange.tasks.recalculate_prices_interval[1e285fba-9e8a-48c9-b5d3-2f2220272f84] succeeded in 0.14725634595379233s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:05:00,068: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[f12352a2-6233-4c03-99f8-db07b4b49351]  
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 13:00:00,095: INFO/MainProcess] Received task: Exchange.tasks.regenerate_stocks[5c5d75a6-1d27-4f7d-a018-452a91474ec4]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:05:00,095: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[f12352a2-6233-4c03-99f8-db07b4b49351] succeeded in 0.02239881595596671s: None
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 13:00:00,103: INFO/MainProcess] Received task: Exchange.tasks.recalculate_prices_interval[28ffb8d7-042c-4057-b630-38c4de6c1c0b]  
app_glowna_celery.1.ievyks54azoj@centos-l2.novalocal    | [2020-11-17 13:00:00,105: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[f4d30e99-e5a8-45fd-be71-e2674e559c58]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:10:00,028: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[2dcb50f8-d6c7-4a0e-9563-b95970b211bb]  
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:55:00,078: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[7cc01ec6-bcba-4151-9318-ed240b25f228]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:10:00,052: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[2dcb50f8-d6c7-4a0e-9563-b95970b211bb] succeeded in 0.019522287882864475s: None
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 08:55:00,101: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[7cc01ec6-bcba-4151-9318-ed240b25f228] succeeded in 0.01929048914462328s: None
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:15:00,016: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[bb00b667-8e9f-4f43-8186-d8fe3564509d]  
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 09:00:00,070: INFO/MainProcess] Received task: Exchange.tasks.regenerate_stocks[c34510c5-65b9-4b79-9d2e-5d1cec88a32a]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:15:00,045: INFO/ForkPoolWorker-2] Task Exchange.tasks.match_sell_buy_offers[bb00b667-8e9f-4f43-8186-d8fe3564509d] succeeded in 0.02498545916751027s: None
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 09:00:00,079: INFO/MainProcess] Received task: Exchange.tasks.recalculate_prices_interval[2e680e85-a63f-44d7-986a-d65def98c5be]  
app_glowna_celery.1.6gx2qv86xil6@centos-l2.novalocal    | [2020-11-17 21:20:00,064: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[8e69b704-0880-472a-91c8-3e3e7d961ea3]  
app_glowna_celery.1.fysrzf91d19c@centos-l2.novalocal    | [2020-11-17 09:00:00,080: INFO/MainProcess] Received task: Exchange.tasks.match_sell_buy_offers[1b355c58-739d-4195-8752-d6080533545c]  
